"region_type","region","year","week","total_specimens","percent_positive","a_2009_h1n1","a_h1","a_h3","a_subtyping_not_performed","a_unable_to_subtype","b","h3n2v","wk_date"
"States","Rhode Island",2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21
"States","South Carolina",2015,25,"115","0","0","0","0","0","0","0","0",2015-06-21
"States","South Dakota",2015,25,"91","1.1","0","0","1","0","0","0","0",2015-06-21
"States","Tennessee",2015,25,"36","2.78","0","0","0","1","0","0","0",2015-06-21
"States","Texas",2015,25,"420","0.95","0","0","0","0","0","4","0",2015-06-21
"States","Utah",2015,25,"302","0.66","0","0","2","0","0","0","0",2015-06-21
"States","Vermont",2015,25,"22","0","0","0","0","0","0","0","0",2015-06-21
"States","Virginia",2015,25,"82","0","0","0","0","0","0","0","0",2015-06-21
"States","Washington",2015,25,"65","0","0","0","0","0","0","0","0",2015-06-21
"States","West Virginia",2015,25,"141","0.71","0","0","0","0","0","1","0",2015-06-21
"States","Wisconsin",2015,25,"30","0","0","0","0","0","0","0","0",2015-06-21
"States","Wyoming",2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21
"States","Puerto Rico",2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21
"States","Virgin Islands",2015,25,"0","0","0","0","0","0","0","0","0",2015-06-21
"States","New York City",2015,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-21
"States","Alabama",2015,26,"33","0","0","0","0","0","0","0","0",2015-06-28
"States","Alaska",2015,26,"75","36","0","0","27","0","0","0","0",2015-06-28
"States","Arizona",2015,26,"42","9.52","0","0","1","0","0","3","0",2015-06-28
"States","Arkansas",2015,26,"13","0","0","0","0","0","0","0","0",2015-06-28
"States","California",2015,26,"326","4.29","0","0","8","2","0","4","0",2015-06-28
"States","Colorado",2015,26,"125","0","0","0","0","0","0","0","0",2015-06-28
"States","Connecticut",2015,26,"135","1.48","0","0","0","1","0","1","0",2015-06-28
"States","Delaware",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","District of Columbia",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Florida",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Georgia",2015,26,"136","1.47","2","0","0","0","0","0","0",2015-06-28
"States","Hawaii",2015,26,"179","11.73","0","0","4","11","0","6","0",2015-06-28
"States","Idaho",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Illinois",2015,26,"118","2.54","0","0","1","1","0","1","0",2015-06-28
"States","Indiana",2015,26,"43","2.33","0","0","0","0","0","1","0",2015-06-28
"States","Iowa",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Kansas",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Kentucky",2015,26,"98","0","0","0","0","0","0","0","0",2015-06-28
"States","Louisiana",2015,26,"109","0","0","0","0","0","0","0","0",2015-06-28
"States","Maine",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Maryland",2015,26,"24","8.33","0","0","1","0","0","1","0",2015-06-28
"States","Massachusetts",2015,26,"50","0","0","0","0","0","0","0","0",2015-06-28
"States","Michigan",2015,26,"71","1.41","0","0","0","0","0","1","0",2015-06-28
"States","Minnesota",2015,26,"106","0","0","0","0","0","0","0","0",2015-06-28
"States","Mississippi",2015,26,"14","0","0","0","0","0","0","0","0",2015-06-28
"States","Missouri",2015,26,"303","0","0","0","0","0","0","0","0",2015-06-28
"States","Montana",2015,26,"57","0","0","0","0","0","0","0","0",2015-06-28
"States","Nebraska",2015,26,"32","0","0","0","0","0","0","0","0",2015-06-28
"States","Nevada",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","New Hampshire",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","New Jersey",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","New Mexico",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","New York",2015,26,"639","0.16","0","0","1","0","0","0","0",2015-06-28
"States","North Carolina",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","North Dakota",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Ohio",2015,26,"144","0","0","0","0","0","0","0","0",2015-06-28
"States","Oklahoma",2015,26,"75","0","0","0","0","0","0","0","0",2015-06-28
"States","Oregon",2015,26,"71","12.68","0","0","7","0","0","2","0",2015-06-28
"States","Pennsylvania",2015,26,"68","1.47","0","0","0","0","0","1","0",2015-06-28
"States","Rhode Island",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","South Carolina",2015,26,"110","1.82","0","0","0","2","0","0","0",2015-06-28
"States","South Dakota",2015,26,"81","0","0","0","0","0","0","0","0",2015-06-28
"States","Tennessee",2015,26,"34","0","0","0","0","0","0","0","0",2015-06-28
"States","Texas",2015,26,"412","0.73","0","0","0","2","0","1","0",2015-06-28
"States","Utah",2015,26,"293","0.34","0","0","1","0","0","0","0",2015-06-28
"States","Vermont",2015,26,"26","0","0","0","0","0","0","0","0",2015-06-28
"States","Virginia",2015,26,"68","0","0","0","0","0","0","0","0",2015-06-28
"States","Washington",2015,26,"174","2.87","0","0","1","0","0","4","0",2015-06-28
"States","West Virginia",2015,26,"133","0","0","0","0","0","0","0","0",2015-06-28
"States","Wisconsin",2015,26,"17","5.88","0","0","1","0","0","0","0",2015-06-28
"States","Wyoming",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Puerto Rico",2015,26,"13","15.38","0","0","2","0","0","0","0",2015-06-28
"States","Virgin Islands",2015,26,"0","0","0","0","0","0","0","0","0",2015-06-28
"States","New York City",2015,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-06-28
"States","Alabama",2015,27,"30","0","0","0","0","0","0","0","0",2015-07-05
"States","Alaska",2015,27,"59","32.2","0","0","18","0","0","1","0",2015-07-05
"States","Arizona",2015,27,"28","0","0","0","0","0","0","0","0",2015-07-05
"States","Arkansas",2015,27,"20","0","0","0","0","0","0","0","0",2015-07-05
"States","California",2015,27,"351","1.42","0","0","2","0","0","3","0",2015-07-05
"States","Colorado",2015,27,"137","0","0","0","0","0","0","0","0",2015-07-05
"States","Connecticut",2015,27,"136","0.74","0","0","0","1","0","0","0",2015-07-05
"States","Delaware",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","District of Columbia",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Florida",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Georgia",2015,27,"176","1.14","2","0","0","0","0","0","0",2015-07-05
"States","Hawaii",2015,27,"217","12.44","0","0","10","7","0","10","0",2015-07-05
"States","Idaho",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Illinois",2015,27,"112","0.89","0","0","0","1","0","0","0",2015-07-05
"States","Indiana",2015,27,"31","0","0","0","0","0","0","0","0",2015-07-05
"States","Iowa",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Kansas",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Kentucky",2015,27,"94","0","0","0","0","0","0","0","0",2015-07-05
"States","Louisiana",2015,27,"69","0","0","0","0","0","0","0","0",2015-07-05
"States","Maine",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Maryland",2015,27,"22","0","0","0","0","0","0","0","0",2015-07-05
"States","Massachusetts",2015,27,"60","1.67","0","0","0","1","0","0","0",2015-07-05
"States","Michigan",2015,27,"73","2.74","0","0","1","0","0","1","0",2015-07-05
"States","Minnesota",2015,27,"108","2.78","1","0","0","1","0","0","1",2015-07-05
"States","Mississippi",2015,27,"18","0","0","0","0","0","0","0","0",2015-07-05
"States","Missouri",2015,27,"269","0.37","0","0","1","0","0","0","0",2015-07-05
"States","Montana",2015,27,"58","0","0","0","0","0","0","0","0",2015-07-05
"States","Nebraska",2015,27,"21","0","0","0","0","0","0","0","0",2015-07-05
"States","Nevada",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","New Hampshire",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","New Jersey",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","New Mexico",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","New York",2015,27,"710","0.56","0","0","3","1","0","0","0",2015-07-05
"States","North Carolina",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","North Dakota",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Ohio",2015,27,"124","0","0","0","0","0","0","0","0",2015-07-05
"States","Oklahoma",2015,27,"91","0","0","0","0","0","0","0","0",2015-07-05
"States","Oregon",2015,27,"63","1.59","0","0","1","0","0","0","0",2015-07-05
"States","Pennsylvania",2015,27,"125","0.8","0","0","0","0","0","1","0",2015-07-05
"States","Rhode Island",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","South Carolina",2015,27,"111","0","0","0","0","0","0","0","0",2015-07-05
"States","South Dakota",2015,27,"76","0","0","0","0","0","0","0","0",2015-07-05
"States","Tennessee",2015,27,"31","3.23","0","0","0","0","0","1","0",2015-07-05
"States","Texas",2015,27,"422","0.24","0","0","0","1","0","0","0",2015-07-05
"States","Utah",2015,27,"245","1.63","0","0","0","0","0","4","0",2015-07-05
"States","Vermont",2015,27,"24","0","0","0","0","0","0","0","0",2015-07-05
"States","Virginia",2015,27,"61","0","0","0","0","0","0","0","0",2015-07-05
"States","Washington",2015,27,"131","1.53","0","0","0","0","0","2","0",2015-07-05
"States","West Virginia",2015,27,"145","0","0","0","0","0","0","0","0",2015-07-05
"States","Wisconsin",2015,27,"26","0","0","0","0","0","0","0","0",2015-07-05
"States","Wyoming",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Puerto Rico",2015,27,"11","18.18","0","0","2","0","0","0","0",2015-07-05
"States","Virgin Islands",2015,27,"0","0","0","0","0","0","0","0","0",2015-07-05
"States","New York City",2015,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-05
"States","Alabama",2015,28,"35","0","0","0","0","0","0","0","0",2015-07-12
"States","Alaska",2015,28,"37","27.03","0","0","9","0","0","1","0",2015-07-12
"States","Arizona",2015,28,"35","2.86","0","0","1","0","0","0","0",2015-07-12
"States","Arkansas",2015,28,"21","0","0","0","0","0","0","0","0",2015-07-12
"States","California",2015,28,"286","1.75","0","0","2","2","0","1","0",2015-07-12
"States","Colorado",2015,28,"142","0.7","0","0","0","1","0","0","0",2015-07-12
"States","Connecticut",2015,28,"119","1.68","0","0","1","1","0","0","0",2015-07-12
"States","Delaware",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","District of Columbia",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Florida",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Georgia",2015,28,"166","1.2","0","0","0","0","0","2","0",2015-07-12
"States","Hawaii",2015,28,"186","11.29","0","0","6","3","0","12","0",2015-07-12
"States","Idaho",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Illinois",2015,28,"106","1.89","0","0","0","1","0","1","0",2015-07-12
"States","Indiana",2015,28,"37","0","0","0","0","0","0","0","0",2015-07-12
"States","Iowa",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Kansas",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Kentucky",2015,28,"76","0","0","0","0","0","0","0","0",2015-07-12
"States","Louisiana",2015,28,"82","1.22","0","0","0","0","0","1","0",2015-07-12
"States","Maine",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Maryland",2015,28,"21","0","0","0","0","0","0","0","0",2015-07-12
"States","Massachusetts",2015,28,"62","0","0","0","0","0","0","0","0",2015-07-12
"States","Michigan",2015,28,"53","1.89","0","0","1","0","0","0","0",2015-07-12
"States","Minnesota",2015,28,"97","1.03","0","0","0","1","0","0","0",2015-07-12
"States","Mississippi",2015,28,"11","0","0","0","0","0","0","0","0",2015-07-12
"States","Missouri",2015,28,"299","0","0","0","0","0","0","0","0",2015-07-12
"States","Montana",2015,28,"43","0","0","0","0","0","0","0","0",2015-07-12
"States","Nebraska",2015,28,"33","3.03","0","0","1","0","0","0","0",2015-07-12
"States","Nevada",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","New Hampshire",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","New Jersey",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","New Mexico",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","New York",2015,28,"667","0.15","0","0","0","0","0","1","0",2015-07-12
"States","North Carolina",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","North Dakota",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Ohio",2015,28,"147","2.72","2","0","0","0","0","2","0",2015-07-12
"States","Oklahoma",2015,28,"90","1.11","0","0","1","0","0","0","0",2015-07-12
"States","Oregon",2015,28,"63","3.17","0","0","2","0","0","0","0",2015-07-12
"States","Pennsylvania",2015,28,"129","0","0","0","0","0","0","0","0",2015-07-12
"States","Rhode Island",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","South Carolina",2015,28,"80","0","0","0","0","0","0","0","0",2015-07-12
"States","South Dakota",2015,28,"89","0","0","0","0","0","0","0","0",2015-07-12
"States","Tennessee",2015,28,"31","0","0","0","0","0","0","0","0",2015-07-12
"States","Texas",2015,28,"386","1.04","0","0","0","0","0","4","0",2015-07-12
"States","Utah",2015,28,"279","1.79","1","0","3","0","0","1","0",2015-07-12
"States","Vermont",2015,28,"16","0","0","0","0","0","0","0","0",2015-07-12
"States","Virginia",2015,28,"74","6.76","0","0","5","0","0","0","0",2015-07-12
"States","Washington",2015,28,"110","2.73","0","0","1","0","0","2","0",2015-07-12
"States","West Virginia",2015,28,"143","0.7","0","0","1","0","0","0","0",2015-07-12
"States","Wisconsin",2015,28,"15","0","0","0","0","0","0","0","0",2015-07-12
"States","Wyoming",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Puerto Rico",2015,28,"16","6.25","0","0","1","0","0","0","0",2015-07-12
"States","Virgin Islands",2015,28,"0","0","0","0","0","0","0","0","0",2015-07-12
"States","New York City",2015,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-12
"States","Alabama",2015,29,"30","0","0","0","0","0","0","0","0",2015-07-19
"States","Alaska",2015,29,"41","24.39","0","0","10","0","0","0","0",2015-07-19
"States","Arizona",2015,29,"32","0","0","0","0","0","0","0","0",2015-07-19
"States","Arkansas",2015,29,"18","0","0","0","0","0","0","0","0",2015-07-19
"States","California",2015,29,"303","0.66","0","0","0","2","0","0","0",2015-07-19
"States","Colorado",2015,29,"177","0.56","0","0","0","1","0","0","0",2015-07-19
"States","Connecticut",2015,29,"131","0","0","0","0","0","0","0","0",2015-07-19
"States","Delaware",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","District of Columbia",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Florida",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Georgia",2015,29,"118","0.85","1","0","0","0","0","0","0",2015-07-19
"States","Hawaii",2015,29,"221","11.31","1","0","7","8","0","9","0",2015-07-19
"States","Idaho",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Illinois",2015,29,"94","0","0","0","0","0","0","0","0",2015-07-19
"States","Indiana",2015,29,"48","2.08","0","0","1","0","0","0","0",2015-07-19
"States","Iowa",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Kansas",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Kentucky",2015,29,"89","0","0","0","0","0","0","0","0",2015-07-19
"States","Louisiana",2015,29,"96","0","0","0","0","0","0","0","0",2015-07-19
"States","Maine",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Maryland",2015,29,"26","0","0","0","0","0","0","0","0",2015-07-19
"States","Massachusetts",2015,29,"45","0","0","0","0","0","0","0","0",2015-07-19
"States","Michigan",2015,29,"75","0","0","0","0","0","0","0","0",2015-07-19
"States","Minnesota",2015,29,"91","0","0","0","0","0","0","0","0",2015-07-19
"States","Mississippi",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Missouri",2015,29,"279","0.36","0","0","1","0","0","0","0",2015-07-19
"States","Montana",2015,29,"45","0","0","0","0","0","0","0","0",2015-07-19
"States","Nebraska",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Nevada",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","New Hampshire",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","New Jersey",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","New Mexico",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","New York",2015,29,"618","0.32","0","0","2","0","0","0","0",2015-07-19
"States","North Carolina",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","North Dakota",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Ohio",2015,29,"127","1.57","0","0","1","0","0","1","0",2015-07-19
"States","Oklahoma",2015,29,"73","1.37","0","0","1","0","0","0","0",2015-07-19
"States","Oregon",2015,29,"51","0","0","0","0","0","0","0","0",2015-07-19
"States","Pennsylvania",2015,29,"118","0","0","0","0","0","0","0","0",2015-07-19
"States","Rhode Island",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","South Carolina",2015,29,"103","0","0","0","0","0","0","0","0",2015-07-19
"States","South Dakota",2015,29,"94","2.13","0","0","2","0","0","0","0",2015-07-19
"States","Tennessee",2015,29,"19","0","0","0","0","0","0","0","0",2015-07-19
"States","Texas",2015,29,"274","1.09","0","0","0","1","0","2","0",2015-07-19
"States","Utah",2015,29,"275","1.45","0","0","1","0","0","3","0",2015-07-19
"States","Vermont",2015,29,"12","0","0","0","0","0","0","0","0",2015-07-19
"States","Virginia",2015,29,"74","0","0","0","0","0","0","0","0",2015-07-19
"States","Washington",2015,29,"121","1.65","0","0","0","1","0","1","0",2015-07-19
"States","West Virginia",2015,29,"121","0.83","0","0","1","0","0","0","0",2015-07-19
"States","Wisconsin",2015,29,"21","0","0","0","0","0","0","0","0",2015-07-19
"States","Wyoming",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Puerto Rico",2015,29,"14","0","0","0","0","0","0","0","0",2015-07-19
"States","Virgin Islands",2015,29,"0","0","0","0","0","0","0","0","0",2015-07-19
"States","New York City",2015,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-19
"States","Alabama",2015,30,"20","0","0","0","0","0","0","0","0",2015-07-26
"States","Alaska",2015,30,"49","8.16","0","0","4","0","0","0","0",2015-07-26
"States","Arizona",2015,30,"34","2.94","0","0","1","0","0","0","0",2015-07-26
"States","Arkansas",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","California",2015,30,"300","0","0","0","0","0","0","0","0",2015-07-26
"States","Colorado",2015,30,"115","0.87","0","0","0","1","0","0","0",2015-07-26
"States","Connecticut",2015,30,"108","0","0","0","0","0","0","0","0",2015-07-26
"States","Delaware",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","District of Columbia",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Florida",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Georgia",2015,30,"149","1.34","0","0","0","1","0","1","0",2015-07-26
"States","Hawaii",2015,30,"229","5.24","0","0","6","4","0","2","0",2015-07-26
"States","Idaho",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Illinois",2015,30,"97","1.03","0","0","0","1","0","0","0",2015-07-26
"States","Indiana",2015,30,"42","4.76","0","0","0","1","0","1","0",2015-07-26
"States","Iowa",2015,30,"22","77.27","0","0","17","0","0","0","0",2015-07-26
"States","Kansas",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Kentucky",2015,30,"76","0","0","0","0","0","0","0","0",2015-07-26
"States","Louisiana",2015,30,"80","0","0","0","0","0","0","0","0",2015-07-26
"States","Maine",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Maryland",2015,30,"10","0","0","0","0","0","0","0","0",2015-07-26
"States","Massachusetts",2015,30,"32","0","0","0","0","0","0","0","0",2015-07-26
"States","Michigan",2015,30,"69","0","0","0","0","0","0","0","0",2015-07-26
"States","Minnesota",2015,30,"99","0","0","0","0","0","0","0","0",2015-07-26
"States","Mississippi",2015,30,"12","0","0","0","0","0","0","0","0",2015-07-26
"States","Missouri",2015,30,"300","0","0","0","0","0","0","0","0",2015-07-26
"States","Montana",2015,30,"29","0","0","0","0","0","0","0","0",2015-07-26
"States","Nebraska",2015,30,"19","0","0","0","0","0","0","0","0",2015-07-26
"States","Nevada",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","New Hampshire",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","New Jersey",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","New Mexico",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","New York",2015,30,"621","0.64","0","0","3","1","0","0","0",2015-07-26
"States","North Carolina",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","North Dakota",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Ohio",2015,30,"158","1.9","0","0","2","0","0","1","0",2015-07-26
"States","Oklahoma",2015,30,"87","2.3","0","0","2","0","0","0","0",2015-07-26
"States","Oregon",2015,30,"41","0","0","0","0","0","0","0","0",2015-07-26
"States","Pennsylvania",2015,30,"107","0","0","0","0","0","0","0","0",2015-07-26
"States","Rhode Island",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","South Carolina",2015,30,"119","0","0","0","0","0","0","0","0",2015-07-26
"States","South Dakota",2015,30,"96","1.04","0","0","1","0","0","0","0",2015-07-26
"States","Tennessee",2015,30,"21","0","0","0","0","0","0","0","0",2015-07-26
"States","Texas",2015,30,"340","0.29","0","0","0","1","0","0","0",2015-07-26
"States","Utah",2015,30,"230","1.3","0","0","2","0","0","1","0",2015-07-26
"States","Vermont",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Virginia",2015,30,"72","1.39","0","0","1","0","0","0","0",2015-07-26
"States","Washington",2015,30,"118","1.69","0","0","2","0","0","0","0",2015-07-26
"States","West Virginia",2015,30,"124","0","0","0","0","0","0","0","0",2015-07-26
"States","Wisconsin",2015,30,"26","0","0","0","0","0","0","0","0",2015-07-26
"States","Wyoming",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Puerto Rico",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Virgin Islands",2015,30,"0","0","0","0","0","0","0","0","0",2015-07-26
"States","New York City",2015,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-07-26
"States","Alabama",2015,31,"30","0","0","0","0","0","0","0","0",2015-08-02
"States","Alaska",2015,31,"54","27.78","0","0","14","0","0","1","0",2015-08-02
"States","Arizona",2015,31,"34","2.94","0","0","1","0","0","0","0",2015-08-02
"States","Arkansas",2015,31,"10","0","0","0","0","0","0","0","0",2015-08-02
"States","California",2015,31,"299","1.67","0","0","4","0","0","1","0",2015-08-02
"States","Colorado",2015,31,"126","0","0","0","0","0","0","0","0",2015-08-02
"States","Connecticut",2015,31,"118","1.69","0","0","0","2","0","0","0",2015-08-02
"States","Delaware",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","District of Columbia",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Florida",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Georgia",2015,31,"148","0","0","0","0","0","0","0","0",2015-08-02
"States","Hawaii",2015,31,"176","12.5","1","0","9","2","0","10","0",2015-08-02
"States","Idaho",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Illinois",2015,31,"89","1.12","0","0","0","1","0","0","0",2015-08-02
"States","Indiana",2015,31,"44","0","0","0","0","0","0","0","0",2015-08-02
"States","Iowa",2015,31,"15","6.67","0","0","0","1","0","0","0",2015-08-02
"States","Kansas",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Kentucky",2015,31,"76","1.32","0","0","0","1","0","0","0",2015-08-02
"States","Louisiana",2015,31,"91","0","0","0","0","0","0","0","0",2015-08-02
"States","Maine",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Maryland",2015,31,"19","0","0","0","0","0","0","0","0",2015-08-02
"States","Massachusetts",2015,31,"54","7.41","0","0","2","2","0","0","0",2015-08-02
"States","Michigan",2015,31,"47","2.13","0","0","1","0","0","0","0",2015-08-02
"States","Minnesota",2015,31,"101","0.99","0","0","0","0","0","1","0",2015-08-02
"States","Mississippi",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Missouri",2015,31,"274","0.36","0","0","0","0","0","1","0",2015-08-02
"States","Montana",2015,31,"40","2.5","0","0","1","0","0","0","0",2015-08-02
"States","Nebraska",2015,31,"24","0","0","0","0","0","0","0","0",2015-08-02
"States","Nevada",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","New Hampshire",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","New Jersey",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","New Mexico",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","New York",2015,31,"637","1.26","1","0","5","2","0","0","0",2015-08-02
"States","North Carolina",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","North Dakota",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","Ohio",2015,31,"187","2.67","1","0","4","0","0","0","0",2015-08-02
"States","Oklahoma",2015,31,"103","0","0","0","0","0","0","0","0",2015-08-02
"States","Oregon",2015,31,"32","0","0","0","0","0","0","0","0",2015-08-02
"States","Pennsylvania",2015,31,"114","0","0","0","0","0","0","0","0",2015-08-02
"States","Rhode Island",2015,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-08-02
"States","South Carolina",2015,31,"116","0","0","0","0","0","0","0","0",2015-08-02
