"","computational_time_error","taylor_time_error","fullode_time_error","partialode_time_error","computational_value_error","taylor_value_error","fullode_value_error","partialode_value_error","computational_time","taylor_time","fullode_time","partialode_time"
"33",0,7,0,0,4.63644881598668e-06,4.13457230541425e-06,0.000142352053739692,4.63644881598668e-06,0.255,0.00200000000000022,0.0300000000000002,0.137
"34",0,3,0,0,3.11769141065898e-05,2.96191252100453e-05,2.00529092860835e-05,3.11769141065898e-05,0.287,0.00200000000000022,0.0349999999999997,0.134
"35",0,3,0,0,4.54600695831697e-06,2.05064338287819e-07,7.02760816743142e-05,4.54600695831697e-06,0.763,0.00100000000000033,0.0579999999999998,0.422
"36",0,5,0,0,8.91584105611187e-06,1.04648370482519e-05,7.55184087486427e-08,9.09606686638753e-06,0.344,0.00700000000000012,0.0840000000000001,0.205
"37",0,2,0,0,0.000146777156821765,5.53566238352676e-05,0.000347960451750229,0.000156595376645918,0.804,0.00300000000000011,0.0869999999999997,0.409000000000001
"38",0,7,0,0,3.18457544471462e-05,1.81510481958025e-05,0.0100169539917214,3.18457544471462e-05,0.622,0.00199999999999978,0.241000000000001,0.316999999999999
"39",0,2,0,0,0.000162294892998127,4.47990443583901e-05,0.000813140534768997,0.000143447962345888,0.869,0.00199999999999978,0.0969999999999995,0.479
"40",0,5,0,0,1.37079523987449e-06,3.23952613834333e-06,3.96024401050354e-06,1.37079523987449e-06,0.552,0.00200000000000067,0.218,0.323
"41",0,7,0,0,1.04501247495392e-05,1.09670734275147e-05,0.000301659060167325,1.04501247495392e-05,0.671,0.00100000000000033,0.0499999999999998,0.380999999999999
"42",0,6,0,0,8.60172845762452e-06,1.10756329565476e-05,7.72734006414533e-05,7.61362499190898e-06,0.26,0.00399999999999956,0.0410000000000004,0.14
"43",0,2,0,0,0.00016848872684716,3.27923443096401e-05,0.000457260909515589,0.000159099702496834,0.567,0.00199999999999978,0.0729999999999995,0.307
"44",0,3,0,0,0.000286086982368428,9.34297609822554e-05,0.000381208811139899,0.000285342841225722,0.778,0.00300000000000011,0.0800000000000001,0.451
"45",0,2,0,0,0.000207519406229761,4.65029050782384e-05,0.000923169889727737,0.000188743035970385,0.605,0.00199999999999978,0.0830000000000002,0.325
"46",0,4,0,0,1.60319328582625e-05,4.24186346392741e-06,0.0009357982282443,1.60319328582625e-05,0.794,0.00499999999999989,0.112,0.470000000000001
"47",0,0,0,0,4.9968883887086e-05,4.08386216970147e-05,0.000169873183223368,0.00010046007931297,0.785,0.00300000000000011,0.0839999999999996,0.463
"48",0,3,0,0,4.24110494425811e-05,1.32713601566081e-05,7.68165464337667e-05,4.24110494425811e-05,0.678000000000001,0.00200000000000067,0.0869999999999997,0.367999999999999
"49",0,2,0,0,0.000187359059080072,3.03309452011069e-05,0.00022247314552537,0.000197377608993077,0.63,0.00399999999999956,0.0800000000000001,0.298
"50",0,7,0,0,1.66976460302948e-06,3.99749684232287e-06,5.78141118902087e-05,1.66976460302948e-06,0.316,0.00399999999999956,0.0540000000000003,0.166
"51",0,0,0,0,6.64152579946675e-05,3.19287824099845e-05,0.000399722322595664,6.25266140351632e-05,0.663,0.00199999999999978,0.0489999999999995,0.353000000000001
"52",0,6,0,0,1.80907161861921e-06,1.23439179294804e-05,3.57806969129015e-05,1.80907161861921e-06,0.476999999999999,0.00300000000000011,0.0499999999999998,0.281000000000001
"53",0,4,0,0,0.000250204245650587,0.000123185542386328,0.000344753165470224,0.000242538738885245,0.555000000000001,0.00100000000000033,0.157,0.266
"54",0,6,0,0,7.62150474542533e-06,4.73931123567972e-06,9.06506452791334e-07,7.62150474542533e-06,0.561,0.00199999999999978,0.0389999999999997,0.285
"55",0,3,0,0,3.65759090877882e-05,1.70175226555935e-05,3.77917932911087e-05,2.71876913180424e-05,0.433,0.00600000000000023,0.0519999999999996,0.226
"56",0,6,0,0,1.44475559893387e-06,4.71063262508231e-06,0.000171457475994674,1.44475559893387e-06,0.339,0.00100000000000033,0.0529999999999999,0.196
"57",0,7,0,0,1.81225820750086e-06,4.1596787603293e-07,0.000106690608622784,1.81225820750086e-06,0.226,0.00199999999999978,0.0270000000000001,0.111
"58",0,4,0,0,9.59823549149252e-05,7.46079134620325e-05,0.000179345251706153,9.86599896641849e-05,0.58,0.00199999999999978,0.11,0.309
"59",0,2,0,0,9.31981832494877e-05,3.58475564123939e-05,0.000632481152382902,9.1401708973593e-05,0.542,0.00200000000000067,0.0519999999999996,0.291
"60",0,2,0,0,8.39833109866905e-06,7.50584457309689e-06,8.1335031330454e-05,8.39833109866905e-06,0.267,0.00300000000000011,0.0579999999999998,0.147
"61",1,4,0,1,4.78821268090623e-06,1.04634858880681e-05,0.00115140813643677,4.78821268090623e-06,0.623,0.00200000000000067,0.111000000000001,0.355
"62",0,7,0,0,8.0117789766132e-05,2.32922731141505e-05,0.00633274646576709,8.0117789766132e-05,0.577999999999999,0.00199999999999978,0.227,0.303
"63",0,5,0,0,0.000575729944329306,0.000170782280350168,0.00363929342516134,0.000569182993879869,0.542,0.00200000000000067,0.198,0.297
"64",0,7,0,0,8.48106119207825e-05,2.75301687479024e-05,0.00695201611249063,8.48106119207825e-05,0.589,0.00199999999999978,0.247000000000001,0.311
"65",0,2,0,0,0.00013567137348891,4.58083996413006e-05,0.000286081029801211,0.000126666347764925,0.654,0.00100000000000033,0.0889999999999995,0.317
"66",0,1,0,0,5.32537420692147e-05,3.4418658777402e-05,6.95551716485276e-05,4.95332897161305e-05,0.96,0.00199999999999978,0.197,0.509
"67",0,2,0,0,1.45181014925555e-05,6.26996321972939e-07,3.26779549789658e-05,1.45181014925555e-05,0.375,0.00399999999999956,0.0579999999999998,0.188000000000001
"68",0,5,0,0,2.17413193047689e-05,1.81637082719011e-06,3.37469301207038e-05,2.6097438710182e-05,0.725,0.00199999999999978,0.113,0.412
"69",0,6,0,0,1.87691464196282e-05,1.28153898083516e-05,7.4731314803067e-08,1.80792785563488e-05,0.395,0.00200000000000067,0.0830000000000002,0.206
"70",0,7,0,0,0.000135698434903575,5.21460272200347e-05,0.0156056219583675,0.000126849032753396,0.596,0.00199999999999978,0.274,0.333
"71",0,1,0,0,0.000109392691883259,3.71517466121185e-05,0.000730188491312567,0.000109392691883259,0.677,0.00300000000000011,0.0499999999999998,0.369999999999999
"72",0,1,0,0,0.000103927409156657,4.67549142375567e-05,0.000405659144939841,0.000112738798137779,0.622,0.00200000000000067,0.0499999999999998,0.331
"73",0,1,0,0,1.20998944401762e-05,1.73506982273919e-05,0.00051191003010298,1.30614691683517e-05,1.01,0.00199999999999889,0.048,0.528
"74",0,4,0,0,1.81860792672905e-05,1.47125647698143e-06,2.72891687915777e-05,1.97971199311642e-05,0.904,0.000999999999999446,0.0350000000000001,0.516
"75",0,2,0,0,1.57095782076233e-05,4.5047355288208e-06,0.000319496513209061,1.57095782076233e-05,0.585,0.00199999999999978,0.0840000000000005,0.336
"76",0,1,0,0,3.72029479847047e-05,3.43520146580678e-05,0.000316411347822787,3.89890206050625e-05,0.942000000000001,0.00399999999999956,0.059000000000001,0.550000000000001
"77",0,0,0,0,4.39587442325751e-05,2.67421800121959e-05,0.000233465257206356,4.39587442325751e-05,0.595000000000001,0.00199999999999889,0.0549999999999997,0.343
"78",0,2,0,0,7.59638098468685e-06,2.89743856907165e-07,0.000274046755299517,7.59638098468685e-06,0.533,0.00300000000000011,0.0600000000000005,0.275
"79",0,0,0,0,5.5745188267009e-05,2.70500454867539e-05,0.000374419204111964,6.24711804007028e-05,0.868,0.00199999999999889,0.0709999999999997,0.460000000000001
"80",0,3,0,0,4.42226453366557e-05,9.24259699330854e-06,5.48433833283957e-05,3.59389523525433e-05,0.641,0.00300000000000011,0.124000000000001,0.318
"81",0,2,0,0,9.88778335887508e-05,2.99295631148722e-05,0.000101456715987158,9.88778335887508e-05,0.911000000000001,0.00200000000000067,0.110999999999999,0.466000000000001
"82",0,4,0,0,1.1136588922267e-05,1.20435293274879e-05,2.48552956469972e-05,1.1136588922267e-05,0.783,0.00100000000000122,0.0410000000000004,0.391
"83",0,5,0,0,1.86632207233028e-06,7.4705386485796e-06,1.74767917249241e-07,1.86632207233028e-06,0.493,0.000999999999999446,0.151000000000002,0.244999999999999
"84",0,5,0,0,6.57776202683813e-06,7.29950199696017e-06,1.69238108995717e-05,7.35254561612386e-06,0.552,0.000999999999999446,0.0579999999999998,0.311
"85",0,2,0,0,0.000219481900031182,0.000141454871013358,0.000270668595775625,0.000224447697882546,0.625,0.00399999999999956,0.093,0.32
"86",0,3,0,0,0.000119566107840363,3.98352571556737e-05,0.00152713255881032,0.000136039466506421,0.581,0.00200000000000067,0.0970000000000013,0.321999999999999
"87",0,6,0,0,0.000179709951127149,6.04450869854389e-05,0.013527869396422,0.000179709951127149,0.611000000000001,0.00200000000000067,0.266,0.315
"88",0,3,0,0,1.40694063162083e-05,1.71341980491624e-05,0.00263000814535752,1.40694063162083e-05,0.702,0.00200000000000067,0.106,0.382999999999999
"89",0,4,0,0,2.72924902858795e-05,7.02647582728755e-06,0.000145306013400459,2.88088963830146e-05,0.494,0.00199999999999889,0.118,0.266
"90",0,2,0,0,4.92760508178369e-05,1.33188562390085e-05,0.000276849722833483,4.92760508178369e-05,0.598000000000001,0.00199999999999889,0.0609999999999999,0.337000000000002
"91",0,4,0,0,3.76801128398885e-05,3.15576068738999e-05,0.000684106263585393,3.76801128398885e-05,1.005,0.00300000000000011,0.179,0.545999999999999
"92",0,1,0,0,4.61300717741198e-05,4.39408538142061e-05,0.000141295719572221,4.24778811943805e-05,0.657,0.00300000000000011,0.0570000000000004,0.334000000000001
"93",0,3,0,0,1.4596492183494e-05,7.35399583740026e-06,3.40782782888294e-05,1.4596492183494e-05,0.263,0.00200000000000067,0.0760000000000005,0.142999999999999
"94",0,6,0,0,1.41040552960048e-05,5.68526800714952e-06,3.08599304168489e-05,1.2811664855672e-05,0.528,0.00200000000000067,0.0709999999999997,0.273
"95",0,3,0,0,3.81246492709986e-05,1.74750690646874e-05,0.000540258763534029,3.81246492709986e-05,0.606,0.00199999999999889,0.0649999999999995,0.332000000000001
"96",0,5,0,0,3.71429860013262e-06,4.9872198499834e-06,4.33014819508637e-05,3.71429860013262e-06,0.493,0.00200000000000067,0.048,0.275
"97",0,0,0,0,1.17126026145664e-05,9.60128346261246e-06,0.00024320858882021,1.17126026145664e-05,0.413,0.00300000000000011,0.0660000000000007,0.224
"98",0,1,0,0,0.000110054122475223,6.7971413116874e-05,0.000342849204851614,0.000109659993951294,0.680999999999999,0.00199999999999889,0.088000000000001,0.372999999999999
"99",0,0,0,0,3.37196605407764e-05,1.07181647013288e-05,7.96478628701802e-05,2.52009359885674e-05,0.571999999999999,0.00199999999999889,0.052999999999999,0.309999999999999
"100",0,4,0,0,2.13863644982215e-06,3.62225537331451e-06,0.00107138679779484,2.13863644982215e-06,0.625,0.00200000000000067,0.119,0.338000000000001
"101",0,3,0,0,5.25963196847945e-05,1.88859318166479e-05,0.000289612381566662,4.81983254106977e-05,0.600000000000001,0.00399999999999956,0.128,0.34
"102",0,5,0,0,1.37569615490385e-05,2.56880343249e-05,3.76093301928115e-05,1.27353259505858e-05,0.709999999999999,0.00399999999999956,0.0380000000000003,0.416
"103",0,4,0,0,5.18533022697554e-06,6.60869437441036e-06,2.01945125510861e-07,5.19416952227125e-06,0.408999999999999,0.00199999999999889,0.104999999999999,0.222999999999999
"104",0,4,0,0,0.00109950807978654,0.000240279780114094,0.000112130424176793,0.00108788781951807,0.533,0.000999999999999446,0.177,0.296999999999999
"105",0,4,0,0,5.64395793161143e-05,1.9043028173904e-05,0.000544294342982532,5.64395793161143e-05,0.765000000000001,0.00300000000000011,0.135,0.461
"106",0,2,0,0,0.000141027077268707,5.75107586202606e-05,0.000454857230621553,0.000140667837841058,0.794,0.00399999999999956,0.0800000000000001,0.482999999999999
"107",0,0,0,0,7.4596454768483e-05,3.97343073902379e-05,0.000399623764708035,7.3436036502228e-05,0.786000000000001,0.00300000000000011,0.0520000000000014,0.394
"108",0,2,0,0,5.08350172889749e-06,2.964250508386e-07,1.0758105026154e-05,5.08350172889749e-06,0.477,0.00200000000000067,0.0700000000000003,0.183
"109",0,5,0,0,1.89930325888987e-05,6.74438665415611e-06,1.59297124564528e-05,1.78534537179642e-05,0.317,0.00199999999999889,0.0440000000000005,0.152999999999999
"110",0,2,0,0,3.71628723239148e-06,3.61743785237678e-06,0.000545760990607325,3.71628723239148e-06,0.784000000000001,0.00200000000000067,0.143000000000001,0.395
"111",0,1,0,0,2.67103287214798e-05,1.12653564648957e-05,0.000119459771338648,2.67103287214798e-05,0.696,0.00200000000000067,0.0620000000000012,0.363
"112",0,1,0,0,3.33418062492541e-07,3.39593427756135e-06,0.00111812183495996,3.33418062492541e-07,0.642999999999999,0.00199999999999889,0.159000000000001,0.33
"113",0,5,0,0,0.00059136912441704,0.000147920720208417,0.0301922838104031,0.00061352736909126,0.602,0.000999999999999446,0.109999999999999,0.312999999999999
"114",0,6,0,0,0.000179943570306929,4.28566112408157e-05,0.00362211894974762,0.000187987088837271,0.574000000000002,0.00200000000000067,0.209,0.295
"115",0,3,0,0,6.04286761131112e-05,2.27018209754126e-05,0.000955358434784226,7.00866497961306e-05,0.641,0.00199999999999889,0.132999999999999,0.346
"116",0,1,0,0,6.2125147608505e-06,1.07026799806009e-05,0.000301452740126051,6.2125147608505e-06,0.458,0.00200000000000067,0.113,0.24
"117",0,1,0,0,2.89641061524959e-05,8.80498713096145e-06,6.98730361037292e-05,2.89641061524959e-05,0.57,0.00300000000000011,0.0619999999999994,0.311999999999999
"118",0,2,0,0,0.000221737800026101,0.000153366605740834,0.00116128858649822,0.000218272923898422,0.609,0.00200000000000067,0.0920000000000005,0.356
"119",0,4,0,0,1.06636982134534e-05,1.59009029809809e-06,1.78741830529905e-05,1.06231692625913e-05,0.808,0.00200000000000067,0.0490000000000013,0.443999999999999
"120",0,4,0,0,2.52714934657616e-05,2.01264285233371e-05,9.12376405577398e-05,2.60766815283198e-05,0.360000000000001,0.00200000000000067,0.0380000000000003,0.168999999999999
"121",0,3,0,0,5.45688623669882e-05,9.27135550266023e-06,1.45386274754689e-05,5.45688623669882e-05,0.661000000000001,0.00200000000000067,0.129,0.366
"122",0,0,0,0,1.1564847755885e-05,8.62198177464801e-06,0.000148319430319455,1.1564847755885e-05,0.533,0.00399999999999956,0.0879999999999992,0.305
"123",0,0,0,0,5.26274368122248e-05,1.43903842392268e-05,0.00089577179505107,5.96703396337217e-05,0.640000000000001,0.00200000000000067,0.0530000000000008,0.349
"124",0,1,0,0,3.70570826937477e-05,8.719672962898e-06,0.00010184553453807,3.70570826937477e-05,0.575000000000001,0.00300000000000011,0.0589999999999993,0.312999999999999
"125",0,6,0,0,2.33749682387874e-07,1.7976445443324e-08,0.000216902539889818,2.33749682387874e-07,0.221,0.00300000000000011,0.0299999999999994,0.121
"126",0,3,0,0,0.0010422205567282,0.000185461488614425,0.000604200523229514,0.00103212200897274,0.597000000000001,0.00200000000000067,0.122999999999999,0.332000000000001
"127",0,2,0,0,0.000189622896716757,4.68667197686123e-05,0.000314558433758938,0.000186205375538262,0.626,0.00200000000000067,0.0869999999999997,0.323
"128",0,3,0,0,2.0542471587004e-05,2.27936010407381e-05,9.19462796665771e-05,1.93827256831369e-05,0.327,0.00300000000000011,0.0749999999999993,0.157999999999999
"129",0,5,0,0,1.07913124397507e-05,5.93858886155374e-06,2.6772239203332e-08,1.04150647320944e-05,0.469999999999999,0.00200000000000067,0.0910000000000011,0.231
"130",0,4,0,0,0.000647816807544555,0.000168880093268209,0.00125945115732062,0.000678769880882668,0.891,0.00199999999999889,0.154999999999999,0.508000000000001
"131",0,1,0,0,1.28681163573674e-05,1.45742952706307e-05,0.000174170037784971,1.28681163573674e-05,0.68,0.00199999999999889,0.0609999999999999,0.380000000000001
"132",0,0,0,0,8.43261337840628e-05,2.94757098371345e-05,0.000186829058251736,9.18588452859526e-05,0.619,0.00300000000000011,0.097999999999999,0.363999999999999
"133",0,2,0,0,6.70268927466244e-05,8.18976595184928e-06,0.00120426361412773,6.33181653657555e-05,0.574999999999999,0.00300000000000011,0.0579999999999998,0.311999999999999
"134",0,2,0,0,0.000206307068429279,6.53252839502017e-05,0.000355946730850487,0.000204061290125845,0.622,0.00199999999999889,0.0839999999999996,0.315999999999999
"135",0,5,0,0,4.6108539212053e-05,1.44927429143182e-05,0.000133078809488207,4.6108539212053e-05,0.711,0.00300000000000011,0.141,0.393000000000001
"136",0,7,0,0,1.12520006719796e-05,1.45093337982072e-05,0.000103368197969522,8.91865458230168e-06,0.379999999999999,0.00199999999999889,0.0579999999999998,0.206999999999999
"137",0,1,0,0,2.21909351137972e-05,8.5270659493375e-06,1.41378863484087e-05,2.91951011264224e-05,0.379999999999999,0.00200000000000067,0.0519999999999996,0.252000000000001
"138",0,3,0,0,1.28769442730992e-06,1.34541988658921e-05,5.91977889693451e-05,1.28769442730992e-06,0.441999999999998,0.000999999999999446,0.0719999999999992,0.252000000000001
"139",0,6,0,0,4.07556005854737e-06,9.311603820783e-06,0.000147629512536107,4.07556005854737e-06,0.343,0.00199999999999889,0.0499999999999989,0.186
"140",0,3,0,0,2.96071963097333e-05,8.5617050888942e-06,0.000377281431017895,2.03464170688283e-05,0.297000000000001,0.00200000000000067,0.043000000000001,0.168000000000001
"141",0,6,0,0,1.96187867906872e-05,1.88833088659024e-05,1.29367625500976e-07,1.9165612254568e-05,0.417999999999999,0.00199999999999889,0.0909999999999993,0.193000000000001
"142",0,4,0,0,0.000106365078850756,2.95192965762414e-05,0.000807037308276359,0.000116322473335817,0.683,0.00900000000000034,0.0980000000000008,0.365
"143",0,5,0,0,0.000387598823607505,7.53237568331677e-05,0.0033746987945068,0.000418792110465582,0.705,0.00300000000000011,0.276,0.370999999999999
"144",0,0,0,0,6.47654046402879e-05,2.65170406434923e-05,0.000209350040835554,7.57970924974982e-05,0.766,0.00299999999999834,0.0559999999999992,0.385
"145",0,4,0,0,0.000389422154930319,8.31869254334094e-05,7.61818485014443e-05,0.000392026129478418,0.627000000000001,0.00199999999999889,0.138999999999999,0.359
"146",0,6,0,0,0.000130157430769717,2.68186776074542e-05,0.0037732693651541,0.000130205802274297,0.850000000000001,0.00200000000000067,0.244999999999999,0.465
"147",0,3,0,0,7.1155120854205e-05,7.61715489923098e-05,0.000434317936521933,0.000124620838940936,0.613,0.00400000000000134,0.0920000000000005,0.315
"148",0,5,0,0,6.78321789302494e-05,2.10751706346546e-05,8.66693097657523e-05,6.3336571256678e-05,1.1,0.00199999999999889,0.118999999999998,0.59
"149",0,2,0,0,0.000135336199989622,5.67670848821145e-05,0.000424170998842288,0.000144287744551996,0.775,0.00500000000000078,0.0749999999999993,0.404
"150",0,3,0,0,0.00174924852266722,0.000276635927124569,0.000497539577029027,0.00176284093087109,0.597,0.00200000000000067,0.154999999999999,0.31
"151",0,2,0,0,1.76913774352361e-06,5.0198066109397e-06,7.31556981881099e-06,1.76913774352361e-06,0.474,0.00200000000000067,0.0830000000000002,0.258000000000001
"152",0,1,0,0,0.00010356036638437,8.08084269134923e-05,0.000174017371649238,0.00010356036638437,0.755999999999998,0.00199999999999889,0.0950000000000024,0.414999999999999
"153",0,6,0,0,3.33841972385285e-05,0.00119013485127994,0.00231853656927206,2.71729548616539e-05,0.859,0.00300000000000011,0.137,0.473000000000003
"154",0,7,0,0,0.000147934610568945,5.23602877690044e-05,0.0148095052926476,0.000147934610568945,0.954000000000001,0.00199999999999889,0.308,0.534999999999997
"155",0,3,0,0,0.000172888347452216,4.09208836366082e-05,0.00133338883033152,0.000180197532230197,0.642999999999999,0.00199999999999889,0.0960000000000001,0.364999999999998
"156",0,2,0,0,0.000120327562436295,5.74978592299269e-05,0.000459311848065247,0.000133909695725687,0.606000000000002,0.00199999999999889,0.105,0.327999999999999
"157",0,7,0,0,1.09527147662547e-05,4.21235518799357e-07,0.000216737089285601,1.21109389121798e-05,0.300999999999998,0.00400000000000134,0.0660000000000025,0.167000000000002
"158",0,1,0,0,3.49907510610592e-06,4.59558752685663e-06,4.45178149108827e-05,3.49907510610592e-06,0.599,0.00200000000000244,0.0940000000000012,0.332000000000001
"159",0,5,0,0,1.55680255483626e-05,1.84041541643198e-05,0.00119946884983579,1.55680255483626e-05,0.640000000000001,0.00199999999999889,0.122999999999998,0.350999999999999
"160",0,5,0,0,3.96227364518609e-06,0.00196344116809832,5.26526677702144e-07,3.96227364518609e-06,0.462,0.00300000000000011,0.109999999999999,0.241
"161",0,2,0,0,3.68470691018974e-05,1.06425971811985e-05,0.000107423723473388,3.68470691018974e-05,0.618000000000002,0.00199999999999889,0.0459999999999994,0.318999999999999
"162",0,2,0,0,0.000138946768892922,6.3591518033701e-05,0.000829769298806959,0.000153556426534585,0.887,0.00500000000000256,0.0800000000000018,0.517000000000003
"163",0,2,0,0,0.000201829838835099,4.93431274052325e-05,8.92423083983518e-05,0.000190763919756809,0.617000000000001,0.00200000000000244,0.0820000000000007,0.356999999999999
"164",0,2,0,0,2.56569316494648e-05,2.64258837145981e-07,8.94699221228867e-05,1.6929458853121e-05,0.355999999999998,0.00199999999999889,0.0919999999999987,0.177
"165",0,3,0,0,0.000138214619330168,0.0259119938592822,0.000764481141684037,0.000160020438702668,0.638000000000002,0.00300000000000011,0.0959999999999965,0.384
"166",0,2,0,0,5.89744640063783e-05,3.09236808283542e-05,0.000202914977545765,5.89744640063783e-05,0.693999999999999,0.00199999999999889,0.0910000000000011,0.350000000000001
"167",0,0,0,0,4.25307664392305e-05,1.83183206098336e-05,0.000126583968801053,4.25307664392305e-05,0.689,0.00199999999999889,0.0560000000000009,0.346
"168",0,5,0,0,0.000549000580149173,0.000119996243999276,0.00483853453697325,0.000538102575647459,0.535999999999998,0.00199999999999889,0.233999999999998,0.306999999999999
"169",0,7,0,0,1.45620103351174e-05,1.04623349896915e-05,0.000101647787439041,1.1904187061651e-05,0.344999999999999,0.00200000000000244,0.0970000000000013,0.174
"170",0,3,0,0,2.12849927186953e-05,1.51528909726473e-05,8.32220369335612e-05,2.12849927186953e-05,0.341999999999999,0.00899999999999679,0.0689999999999991,0.151
"171",0,3,0,0,0.000720049595206551,0.000152895600118219,0.000269933388430621,0.00072198668400425,0.733,0.00199999999999889,0.119,0.349999999999998
"172",0,6,0,0,8.44873348138098e-06,1.07589163393929e-05,7.3480217529287e-05,8.44873348138098e-06,0.962,0.00100000000000122,0.0450000000000017,0.481999999999999
"173",0,3,0,0,0.00301939310811661,0.000456591866746736,0.000268265323947192,0.00306565147355153,1.416,0.00100000000000122,0.114000000000001,0.727
"174",0,3,0,0,0.000135177780374529,7.00721976636398e-05,0.000155188042501031,0.000118662497102573,0.581,0.00300000000000011,0.111000000000001,0.332000000000001
"175",0,2,0,0,6.43486890183897e-06,3.86284420272887e-06,8.44740063826732e-05,6.43486890183897e-06,0.305,0.00199999999999889,0.0530000000000008,0.172000000000001
